filename,split,original_path,image_height,image_width,vehicle_count,vehicle_centers,kde_max_density,kde_mean_density
10_mp4-19_jpg.rf.55b753da9e84a61ecdb1322c020e746f.jpg,train,D:/DeepLearning/DoAn_DeepLearning/Vehicle_Detection_Image_Dataset\train\images\10_mp4-19_jpg.rf.55b753da9e84a61ecdb1322c020e746f.jpg,640,640,21,"[(221, 443), (71, 318), (81, 493), (188, 363), (358, 167), (45, 178), (422, 66), (502, 42), (161, 245), (358, 175), (507, 284), (534, 45), (190, 208), (422, 104), (176, 136), (81, 393), (16, 245), (109, 209), (449, 73), (176, 136), (81, 394)]",0.006064438418166345,3.9039905701917744e-05
10_mp4-1_jpg.rf.95d7900831e7287cafe8f30b7ff9dcb6.jpg,train,D:/DeepLearning/DoAn_DeepLearning/Vehicle_Detection_Image_Dataset\train\images\10_mp4-1_jpg.rf.95d7900831e7287cafe8f30b7ff9dcb6.jpg,640,640,21,"[(56, 382), (242, 92), (589, 278), (82, 235), (180, 283), (183, 219), (107, 310), (453, 140), (303, 596), (475, 56), (521, 54), (197, 184), (160, 153), (425, 199), (24, 170), (176, 134), (467, 118), (133, 178), (25, 174), (56, 325), (428, 25)]",0.004615997638379087,3.9059364591855384e-05
10_mp4-20_jpg.rf.12c73bfcb61d1b3861225afc11528467.jpg,train,D:/DeepLearning/DoAn_DeepLearning/Vehicle_Detection_Image_Dataset\train\images\10_mp4-20_jpg.rf.12c73bfcb61d1b3861225afc11528467.jpg,640,640,27,"[(166, 222), (200, 387), (147, 603), (417, 113), (72, 439), (361, 184), (190, 126), (556, 326), (58, 165), (76, 290), (497, 44), (196, 188), (136, 153), (526, 50), (409, 75), (78, 352), (22, 230), (176, 323), (118, 192), (210, 153), (78, 351), (237, 132), (463, 149), (72, 439), (334, 35), (529, 32), (136, 152)]",0.0041665236934270156,3.906090970058149e-05
10_mp4-20_jpg.rf.aa955ef0c5dbb1974c6c0b13628f93b2.jpg,train,D:/DeepLearning/DoAn_DeepLearning/Vehicle_Detection_Image_Dataset\train\images\10_mp4-20_jpg.rf.aa955ef0c5dbb1974c6c0b13628f93b2.jpg,640,640,24,"[(450, 126), (491, 603), (566, 439), (222, 114), (83, 327), (114, 51), (438, 387), (473, 223), (231, 76), (277, 183), (561, 351), (442, 188), (618, 227), (565, 286), (503, 153), (277, 191), (463, 323), (581, 165), (503, 153), (429, 153), (176, 150), (402, 132), (176, 150), (305, 35)]",0.004806947209345891,3.905695026863576e-05
10_mp4-21_jpg.rf.f4a71342a87fe4b057dfdfd961ea7f56.jpg,train,D:/DeepLearning/DoAn_DeepLearning/Vehicle_Detection_Image_Dataset\train\images\10_mp4-21_jpg.rf.f4a71342a87fe4b057dfdfd961ea7f56.jpg,640,640,23,"[(118, 558), (68, 395), (189, 344), (610, 377), (72, 154), (173, 202), (377, 205), (78, 319), (170, 290), (206, 116), (414, 124), (205, 171), (462, 53), (82, 265), (35, 211), (393, 83), (518, 54), (488, 50), (489, 39), (149, 139), (431, 88), (223, 140), (489, 54)]",0.00457861342360268,3.9061820943987476e-05
10_mp4-21_jpg.rf.fdf9ca13094603f25c5323c71537b39c.jpg,train,D:/DeepLearning/DoAn_DeepLearning/Vehicle_Detection_Image_Dataset\train\images\10_mp4-21_jpg.rf.fdf9ca13094603f25c5323c71537b39c.jpg,640,640,23,"[(521, 558), (28, 377), (263, 205), (451, 344), (465, 202), (469, 291), (570, 395), (433, 116), (121, 55), (567, 154), (245, 83), (560, 320), (225, 124), (511, 179), (433, 171), (556, 264), (605, 212), (150, 37), (269, 629), (177, 62), (288, 31), (150, 49), (605, 211)]",0.003612342487304589,3.886978250006833e-05
10_mp4-22_jpg.rf.9fab549aabb1a27af45313dcf1110285.jpg,train,D:/DeepLearning/DoAn_DeepLearning/Vehicle_Detection_Image_Dataset\train\images\10_mp4-22_jpg.rf.9fab549aabb1a27af45313dcf1110285.jpg,640,640,23,"[(98, 491), (183, 184), (291, 573), (221, 106), (181, 309), (68, 357), (399, 226), (169, 263), (385, 92), (454, 70), (83, 292), (87, 143), (47, 198), (89, 242), (13, 230), (13, 231), (140, 165), (160, 132), (543, 46), (377, 167), (48, 198), (140, 165), (422, 97)]",0.005388542004102355,3.899727764546188e-05
10_mp4-24_jpg.rf.3cb03ff26f564f1cfcb327a6cb47c6d5.jpg,train,D:/DeepLearning/DoAn_DeepLearning/Vehicle_Detection_Image_Dataset\train\images\10_mp4-24_jpg.rf.3cb03ff26f564f1cfcb327a6cb47c6d5.jpg,640,640,26,"[(82, 393), (209, 417), (76, 173), (132, 604), (206, 154), (76, 297), (456, 279), (93, 246), (413, 159), (360, 112), (399, 206), (117, 125), (10, 274), (437, 83), (476, 64), (347, 167), (498, 177), (107, 205), (37, 200), (176, 250), (186, 112), (529, 217), (240, 129), (525, 53), (37, 200), (512, 40)]",0.004443686608491619,3.894952287869315e-05
10_mp4-26_jpg.rf.4a510cf9628a48a134aba5889a56a228.jpg,train,D:/DeepLearning/DoAn_DeepLearning/Vehicle_Detection_Image_Dataset\train\images\10_mp4-26_jpg.rf.4a510cf9628a48a134aba5889a56a228.jpg,640,640,26,"[(561, 360), (32, 534), (78, 324), (83, 474), (355, 206), (65, 173), (108, 208), (20, 238), (419, 189), (438, 254), (601, 264), (181, 210), (176, 321), (89, 249), (103, 151), (421, 100), (342, 606), (528, 207), (389, 36), (342, 605), (508, 64), (343, 138), (231, 128), (467, 97), (195, 120), (409, 136)]",0.0030710239274800606,3.9055702551578265e-05
10_mp4-26_jpg.rf.9f4ddce5c1bb0ee02fd1c1f6a9220fcc.jpg,train,D:/DeepLearning/DoAn_DeepLearning/Vehicle_Detection_Image_Dataset\train\images\10_mp4-26_jpg.rf.9f4ddce5c1bb0ee02fd1c1f6a9220fcc.jpg,640,640,28,"[(77, 359), (607, 533), (560, 325), (463, 320), (494, 107), (200, 255), (108, 213), (619, 238), (284, 206), (458, 206), (531, 208), (555, 473), (110, 50), (549, 250), (294, 138), (172, 70), (408, 128), (448, 177), (298, 605), (38, 264), (218, 100), (512, 176), (220, 189), (573, 173), (445, 120), (298, 605), (132, 66), (458, 215)]",0.0029653875691309263,3.904572123105321e-05
10_mp4-27_jpg.rf.130965de5fdc30b45137233ee4f810f5.jpg,train,D:/DeepLearning/DoAn_DeepLearning/Vehicle_Detection_Image_Dataset\train\images\10_mp4-27_jpg.rf.130965de5fdc30b45137233ee4f810f5.jpg,640,640,27,"[(81, 298), (35, 465), (188, 189), (100, 585), (617, 412), (172, 285), (372, 231), (468, 70), (475, 287), (81, 161), (160, 100), (415, 110), (75, 417), (345, 201), (277, 538), (117, 140), (340, 154), (521, 56), (429, 207), (30, 222), (277, 538), (118, 194), (413, 149), (81, 161), (246, 117), (98, 230), (140, 163)]",0.0033707251093441147,3.905699152859611e-05
10_mp4-27_jpg.rf.1b3ffdafb2f2340ccc9833ac3bc0bc1d.jpg,train,D:/DeepLearning/DoAn_DeepLearning/Vehicle_Detection_Image_Dataset\train\images\10_mp4-27_jpg.rf.1b3ffdafb2f2340ccc9833ac3bc0bc1d.jpg,640,640,25,"[(539, 585), (171, 77), (22, 413), (604, 465), (558, 298), (451, 189), (164, 287), (467, 286), (266, 232), (362, 536), (210, 207), (119, 56), (479, 100), (609, 222), (522, 140), (223, 110), (499, 164), (521, 194), (295, 202), (558, 161), (540, 230), (479, 100), (393, 117), (226, 150), (299, 154)]",0.003927754061111311,3.9060466173528364e-05
10_mp4-28_jpg.rf.725015477afc0e20fa01fee42ed7f6d9.jpg,train,D:/DeepLearning/DoAn_DeepLearning/Vehicle_Detection_Image_Dataset\train\images\10_mp4-28_jpg.rf.725015477afc0e20fa01fee42ed7f6d9.jpg,640,640,29,"[(111, 588), (521, 324), (80, 516), (393, 259), (85, 273), (40, 414), (338, 172), (604, 254), (352, 224), (170, 255), (409, 120), (196, 173), (469, 77), (234, 460), (320, 65), (436, 78), (9, 267), (152, 151), (173, 91), (95, 150), (69, 368), (234, 460), (95, 150), (441, 225), (394, 81), (513, 60), (419, 104), (40, 206), (225, 102)]",0.003340742970284752,3.894922420346437e-05
10_mp4-28_jpg.rf.7d87467428bd81c5ec26717ae744e02f.jpg,train,D:/DeepLearning/DoAn_DeepLearning/Vehicle_Detection_Image_Dataset\train\images\10_mp4-28_jpg.rf.7d87467428bd81c5ec26717ae744e02f.jpg,640,640,26,"[(528, 588), (560, 516), (118, 325), (246, 260), (465, 92), (598, 414), (443, 172), (37, 255), (405, 459), (169, 78), (469, 256), (554, 273), (198, 225), (286, 224), (571, 368), (229, 122), (630, 266), (301, 171), (203, 77), (319, 72), (245, 81), (141, 79), (214, 32), (214, 25), (219, 103), (542, 150)]",0.0032592056596589857,3.8821990945719355e-05
10_mp4-29_jpg.rf.11ac820cd8ab2ff5beac952edd73282b.jpg,train,D:/DeepLearning/DoAn_DeepLearning/Vehicle_Detection_Image_Dataset\train\images\10_mp4-29_jpg.rf.11ac820cd8ab2ff5beac952edd73282b.jpg,640,640,26,"[(88, 519), (425, 293), (45, 371), (92, 252), (459, 246), (209, 399), (69, 453), (206, 158), (472, 104), (173, 230), (589, 370), (370, 253), (406, 132), (339, 188), (188, 85), (226, 135), (69, 333), (622, 264), (339, 189), (14, 247), (429, 86), (51, 193), (209, 399), (423, 177), (111, 140), (363, 109)]",0.004346677457684163,3.8984471119103186e-05
10_mp4-2_jpg.rf.0256336d7e7d945db5ddf335f3097b71.jpg,train,D:/DeepLearning/DoAn_DeepLearning/Vehicle_Detection_Image_Dataset\train\images\10_mp4-2_jpg.rf.0256336d7e7d945db5ddf335f3097b71.jpg,640,640,17,"[(250, 526), (56, 341), (91, 213), (31, 162), (619, 314), (124, 280), (440, 221), (461, 155), (191, 197), (173, 141), (57, 290), (179, 255), (208, 166), (463, 65), (446, 85), (146, 164), (57, 287)]",0.00661055452021843,3.9034937725708734e-05
10_mp4-2_jpg.rf.82a65b2ef22f38a52ab4a45b6734bd7f.jpg,train,D:/DeepLearning/DoAn_DeepLearning/Vehicle_Detection_Image_Dataset\train\images\10_mp4-2_jpg.rf.82a65b2ef22f38a52ab4a45b6734bd7f.jpg,640,640,18,"[(389, 525), (548, 209), (20, 313), (582, 340), (177, 155), (129, 62), (516, 280), (176, 64), (448, 196), (199, 222), (460, 255), (172, 127), (430, 167), (194, 85), (467, 142), (607, 163), (492, 164), (199, 222)]",0.006053967375942922,3.9051748428774985e-05
10_mp4-30_jpg.rf.73eafea5e7f73f941543d3dcbe68afe4.jpg,train,D:/DeepLearning/DoAn_DeepLearning/Vehicle_Detection_Image_Dataset\train\images\10_mp4-30_jpg.rf.73eafea5e7f73f941543d3dcbe68afe4.jpg,640,640,27,"[(349, 572), (170, 335), (587, 335), (163, 92), (236, 145), (157, 269), (567, 302), (461, 207), (539, 233), (565, 454), (283, 52), (294, 209), (212, 194), (578, 180), (245, 286), (423, 144), (447, 350), (284, 123), (575, 403), (228, 123), (462, 129), (129, 58), (438, 79), (620, 230), (438, 79), (197, 81), (215, 15)]",0.0041029773701030895,3.904622407869683e-05
10_mp4-30_jpg.rf.b925fd8ed9bd23c8011292c6eda3e69b.jpg,train,D:/DeepLearning/DoAn_DeepLearning/Vehicle_Detection_Image_Dataset\train\images\10_mp4-30_jpg.rf.b925fd8ed9bd23c8011292c6eda3e69b.jpg,640,640,27,"[(469, 336), (404, 145), (74, 453), (53, 334), (290, 571), (393, 286), (62, 402), (178, 207), (356, 53), (428, 195), (99, 233), (482, 270), (509, 57), (476, 112), (193, 350), (61, 180), (345, 209), (73, 303), (476, 62), (477, 136), (420, 95), (410, 124), (216, 145), (202, 80), (19, 229), (128, 130), (355, 122)]",0.0021553027679001957,3.9057495793112574e-05
10_mp4-32_jpg.rf.76db89bfdfeb0e355e9ad3c05ee8ac8e.jpg,train,D:/DeepLearning/DoAn_DeepLearning/Vehicle_Detection_Image_Dataset\train\images\10_mp4-32_jpg.rf.76db89bfdfeb0e355e9ad3c05ee8ac8e.jpg,640,640,29,"[(92, 545), (605, 454), (207, 424), (67, 363), (267, 599), (180, 278), (198, 171), (479, 376), (87, 252), (370, 260), (68, 276), (551, 334), (74, 321), (343, 150), (452, 232), (406, 172), (242, 122), (150, 155), (106, 149), (490, 132), (531, 30), (12, 241), (409, 112), (119, 199), (42, 200), (203, 111), (432, 91), (489, 86), (409, 143)]",0.0015993403420592235,3.899761258755164e-05
10_mp4-33_jpg.rf.add6b975cf392d2aac79161bfc3de4a5.jpg,train,D:/DeepLearning/DoAn_DeepLearning/Vehicle_Detection_Image_Dataset\train\images\10_mp4-33_jpg.rf.add6b975cf392d2aac79161bfc3de4a5.jpg,640,640,24,"[(550, 443), (72, 472), (189, 370), (228, 526), (70, 329), (466, 255), (411, 188), (89, 294), (605, 374), (210, 154), (76, 255), (400, 291), (99, 149), (339, 167), (17, 224), (411, 34), (439, 81), (404, 122), (161, 145), (180, 250), (425, 99), (604, 374), (95, 229), (518, 36)]",0.003607059483708742,3.9037077788461855e-05
10_mp4-34_jpg.rf.24149d8b7f6202bae6717110780e5c95.jpg,train,D:/DeepLearning/DoAn_DeepLearning/Vehicle_Detection_Image_Dataset\train\images\10_mp4-34_jpg.rf.24149d8b7f6202bae6717110780e5c95.jpg,640,640,24,"[(62, 414), (515, 157), (76, 300), (431, 334), (178, 328), (203, 450), (106, 267), (419, 206), (223, 141), (621, 534), (401, 134), (106, 211), (86, 235), (114, 140), (28, 208), (184, 226), (489, 283), (472, 159), (470, 125), (534, 37), (420, 109), (362, 114), (417, 174), (340, 184)]",0.002282317236074481,3.902713418501787e-05
10_mp4-36_jpg.rf.28a8e51eebbdaefee515582821f1c033.jpg,train,D:/DeepLearning/DoAn_DeepLearning/Vehicle_Detection_Image_Dataset\train\images\10_mp4-36_jpg.rf.28a8e51eebbdaefee515582821f1c033.jpg,640,640,27,"[(87, 448), (86, 187), (462, 344), (79, 350), (189, 247), (236, 159), (582, 331), (468, 262), (550, 251), (123, 48), (159, 55), (496, 222), (159, 145), (444, 185), (145, 184), (511, 177), (226, 128), (288, 224), (495, 123), (207, 89), (291, 139), (201, 214), (531, 197), (474, 148), (585, 182), (548, 153), (389, 116)]",0.002629148417043068,3.906250000076036e-05
10_mp4-36_jpg.rf.a82ecfeefb23c88da241fce04c254075.jpg,train,D:/DeepLearning/DoAn_DeepLearning/Vehicle_Detection_Image_Dataset\train\images\10_mp4-36_jpg.rf.a82ecfeefb23c88da241fce04c254075.jpg,640,640,28,"[(553, 188), (552, 448), (57, 331), (560, 350), (177, 345), (516, 48), (171, 263), (89, 251), (402, 158), (450, 245), (54, 182), (351, 225), (493, 185), (413, 126), (482, 144), (143, 222), (129, 177), (349, 139), (337, 67), (194, 185), (109, 196), (439, 215), (433, 89), (446, 237), (471, 108), (421, 101), (250, 116), (480, 57)]",0.003239162653006315,3.9062500000099564e-05
10_mp4-37_jpg.rf.dd8108fe58b63d6e952658e2dec667a1.jpg,train,D:/DeepLearning/DoAn_DeepLearning/Vehicle_Detection_Image_Dataset\train\images\10_mp4-37_jpg.rf.dd8108fe58b63d6e952658e2dec667a1.jpg,640,640,27,"[(584, 207), (611, 396), (619, 537), (62, 299), (472, 274), (170, 305), (509, 53), (407, 173), (121, 184), (505, 199), (455, 236), (348, 200), (364, 250), (468, 63), (96, 231), (416, 107), (484, 156), (67, 170), (103, 142), (320, 76), (160, 203), (203, 168), (172, 238), (177, 138), (344, 152), (244, 91), (469, 115)]",0.00235894529262727,3.904641021033238e-05
10_mp4-38_jpg.rf.55f0590d14f6c99d48c77d167c621314.jpg,train,D:/DeepLearning/DoAn_DeepLearning/Vehicle_Detection_Image_Dataset\train\images\10_mp4-38_jpg.rf.55f0590d14f6c99d48c77d167c621314.jpg,640,640,24,"[(599, 228), (69, 271), (500, 303), (476, 260), (104, 214), (489, 167), (166, 273), (415, 188), (500, 58), (356, 222), (170, 107), (521, 215), (81, 159), (132, 170), (342, 165), (456, 70), (472, 140), (117, 134), (383, 280), (189, 128), (406, 37), (227, 98), (176, 214), (342, 165)]",0.007365789983708857,3.906249638407823e-05
10_mp4-38_jpg.rf.76cdb330ed3dde7d0327c472dc71703f.jpg,train,D:/DeepLearning/DoAn_DeepLearning/Vehicle_Detection_Image_Dataset\train\images\10_mp4-38_jpg.rf.76cdb330ed3dde7d0327c472dc71703f.jpg,640,640,29,"[(138, 303), (296, 163), (508, 170), (569, 271), (283, 222), (163, 260), (469, 107), (149, 167), (473, 274), (167, 140), (39, 229), (256, 281), (488, 154), (534, 215), (184, 70), (558, 159), (214, 188), (284, 128), (164, 59), (225, 188), (426, 153), (449, 129), (101, 46), (558, 159), (138, 59), (118, 221), (39, 230), (462, 213), (523, 135)]",0.006045017518226312,3.906248838278752e-05
10_mp4-3_jpg.rf.5a7c2c046737a3469d5e74a2c7e06d6e.jpg,train,D:/DeepLearning/DoAn_DeepLearning/Vehicle_Detection_Image_Dataset\train\images\10_mp4-3_jpg.rf.5a7c2c046737a3469d5e74a2c7e06d6e.jpg,640,640,18,"[(100, 192), (214, 454), (452, 75), (473, 172), (201, 177), (141, 254), (463, 247), (62, 310), (39, 150), (500, 69), (435, 95), (181, 229), (221, 150), (221, 150), (468, 135), (187, 131), (159, 149), (159, 149)]",0.009304630725360835,3.906249997582754e-05
10_mp4-3_jpg.rf.5e257ce3d3d2d95f6acefba0d0e4d0da.jpg,train,D:/DeepLearning/DoAn_DeepLearning/Vehicle_Detection_Image_Dataset\train\images\10_mp4-3_jpg.rf.5e257ce3d3d2d95f6acefba0d0e4d0da.jpg,640,640,16,"[(539, 195), (424, 452), (576, 308), (167, 172), (438, 177), (602, 150), (498, 255), (176, 247), (417, 150), (186, 74), (204, 95), (171, 139), (457, 228), (578, 260), (139, 69), (479, 150)]",0.0048904629837145065,3.9062491681563316e-05
10_mp4-40_jpg.rf.c87ea31b3ee340155d9d5a389565aa13.jpg,train,D:/DeepLearning/DoAn_DeepLearning/Vehicle_Detection_Image_Dataset\train\images\10_mp4-40_jpg.rf.c87ea31b3ee340155d9d5a389565aa13.jpg,640,640,25,"[(455, 359), (589, 379), (563, 252), (540, 322), (193, 178), (110, 140), (439, 223), (419, 180), (506, 196), (195, 94), (390, 281), (125, 183), (157, 147), (169, 223), (144, 119), (88, 229), (490, 70), (481, 163), (435, 87), (394, 231), (452, 75), (215, 110), (347, 200), (521, 56), (320, 76)]",0.003317042405324494,3.906250000200241e-05
10_mp4-40_jpg.rf.d16cc80521ce7580afbf20eda5adf6d3.jpg,train,D:/DeepLearning/DoAn_DeepLearning/Vehicle_Detection_Image_Dataset\train\images\10_mp4-40_jpg.rf.d16cc80521ce7580afbf20eda5adf6d3.jpg,640,640,26,"[(50, 379), (184, 359), (482, 147), (204, 91), (76, 253), (513, 182), (221, 180), (101, 323), (249, 278), (200, 223), (444, 93), (133, 196), (150, 70), (289, 205), (463, 131), (424, 110), (470, 222), (160, 163), (399, 127), (550, 229), (385, 83), (446, 178), (189, 75), (159, 172), (494, 118), (431, 154)]",0.003877289351063327,3.9062499936864205e-05
10_mp4-41_jpg.rf.4dee909f4a5f9be3f96de326a0d087e0.jpg,train,D:/DeepLearning/DoAn_DeepLearning/Vehicle_Detection_Image_Dataset\train\images\10_mp4-41_jpg.rf.4dee909f4a5f9be3f96de326a0d087e0.jpg,640,640,32,"[(127, 415), (221, 310), (182, 242), (540, 209), (13, 430), (47, 275), (45, 360), (501, 169), (210, 195), (213, 96), (153, 176), (463, 203), (467, 136), (157, 69), (121, 211), (430, 87), (436, 163), (279, 236), (109, 48), (480, 111), (226, 163), (124, 64), (411, 102), (516, 131), (280, 225), (290, 170), (136, 42), (417, 143), (297, 207), (516, 131), (199, 83), (293, 197)]",0.00482256663516515,3.9036856642681416e-05
10_mp4-41_jpg.rf.d0efdaec1b4597cff52e9db76cafcdc9.jpg,train,D:/DeepLearning/DoAn_DeepLearning/Vehicle_Detection_Image_Dataset\train\images\10_mp4-41_jpg.rf.d0efdaec1b4597cff52e9db76cafcdc9.jpg,640,640,24,"[(457, 242), (512, 415), (100, 209), (137, 169), (626, 430), (596, 361), (175, 203), (483, 68), (429, 195), (358, 226), (418, 311), (209, 86), (593, 275), (518, 211), (515, 64), (440, 82), (530, 48), (411, 163), (123, 131), (171, 135), (426, 99), (485, 176), (203, 163), (345, 197)]",0.0029543989817402768,3.8969465933388245e-05
10_mp4-42_jpg.rf.f9b68b0eda6ceec8b0447dfbe184600d.jpg,train,D:/DeepLearning/DoAn_DeepLearning/Vehicle_Detection_Image_Dataset\train\images\10_mp4-42_jpg.rf.f9b68b0eda6ceec8b0447dfbe184600d.jpg,640,640,23,"[(593, 488), (479, 268), (110, 193), (616, 302), (223, 80), (184, 184), (457, 354), (375, 250), (625, 402), (441, 214), (137, 122), (534, 227), (479, 83), (335, 172), (521, 54), (418, 110), (415, 176), (505, 67), (463, 45), (493, 190), (150, 155), (184, 126), (214, 149)]",0.0030067147370441967,3.898673829510812e-05
10_mp4-43_jpg.rf.4bcb6ffca030d883c8c959a810a21398.jpg,train,D:/DeepLearning/DoAn_DeepLearning/Vehicle_Detection_Image_Dataset\train\images\10_mp4-43_jpg.rf.4bcb6ffca030d883c8c959a810a21398.jpg,640,640,22,"[(130, 295), (517, 179), (84, 246), (127, 406), (476, 144), (243, 278), (134, 206), (445, 168), (402, 75), (217, 192), (163, 93), (181, 243), (125, 59), (302, 187), (413, 137), (391, 117), (280, 239), (141, 74), (182, 234), (193, 53), (226, 114), (488, 114)]",0.004790173281031543,3.906249999069525e-05
